Property_ID,Listing_Date,Sale_Price,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,Waterfront,Year_Built,Year_Renovated,City,Zip_Code,Price_per_SqFt,Property_Size_Tier,Property_Age,Age_Group
PROP_02063,2026-03-07,176576.0,3,1.0,1424,4272,2.0,0,1987,0,Metro City,10004,124.0,Small,39,Established
PROP_02064,2025-11-21,1005196.0,4,3.5,3181,25448,3.0,0,2001,0,Greenwood Valley,40082,316.0,Large,25,Mordern
PROP_02065,2026-04-26,307470.0,1,2.5,1385,6925,1.0,0,1965,0,Metro City,10003,222.0,Small,61,Established
PROP_02066,2025-08-29,926928.0,5,2.5,2952,23616,2.5,0,1999,0,Tech Park District,30046,314.0,Medium,27,Mordern
PROP_02067,2026-05-17,124032.0,4,2.5,816,2448,1.5,0,1984,0,Greenwood Valley,40082,152.0,Small,42,Established
PROP_02068,2026-01-24,497087.0,1,1.0,1610,6440,1.5,0,2012,2021,Greenwood Valley,40082,308.7,Medium,14,Mordern
PROP_02069,2026-05-23,167990.0,3,2.5,1070,3210,1.0,0,1991,0,Metro City,10002,157.0,Small,35,Established
PROP_02070,2026-02-01,216163.0,3,2.5,869,1738,2.0,0,1999,2023,Coastal Suburbs,20011,248.7,Small,27,Mordern
PROP_02071,2026-04-20,423996.0,1,2.0,2382,7146,1.0,0,1992,0,Coastal Suburbs,20011,178.0,Medium,34,Established
PROP_02072,2025-09-02,293166.0,3,2.0,1647,3294,1.5,0,1986,0,Metro City,10002,178.0,Medium,40,Established
PROP_02073,2025-08-09,481477.0,1,1.0,2038,4076,1.0,0,1983,2019,Coastal Suburbs,20011,236.2,Medium,43,Established
PROP_02074,2025-07-03,1150848.0,6,2.5,3552,10656,3.0,0,2015,0,Metro City,10003,324.0,Large,11,Mordern
PROP_02075,2026-01-21,898450.0,5,4.0,3020,24160,2.5,0,1962,2022,Coastal Suburbs,20013,297.5,Large,64,Established
PROP_02076,2025-06-19,237640.0,4,1.0,1828,3656,2.0,0,1999,0,Coastal Suburbs,20011,130.0,Medium,27,Mordern
PROP_02079,2025-06-23,181867.0,3,1.5,1062,4248,1.0,0,2009,2024,Greenwood Valley,40081,171.2,Small,17,Mordern
PROP_02080,2025-09-11,274506.0,1,1.5,1315,5260,1.5,0,2015,2021,Coastal Suburbs,20013,208.7,Small,11,Mordern
PROP_02081,2025-06-22,239704.0,4,2.5,1577,7885,2.0,0,2013,0,Metro City,10003,152.0,Medium,13,Mordern
PROP_02082,2025-11-09,364175.0,2,1.0,2081,10405,1.5,0,1999,0,Greenwood Valley,40081,175.0,Medium,27,Mordern
PROP_02083,2025-11-06,258066.0,2,2.5,1062,2124,2.0,0,1987,0,Coastal Suburbs,20011,243.0,Small,39,Established
PROP_02084,2026-02-19,722384.0,5,3.0,2416,19328,2.0,0,1960,0,Metro City,10003,299.0,Medium,66,Established
PROP_02085,2025-12-21,261612.0,4,2.0,1521,7605,1.5,0,1977,0,Tech Park District,30046,172.0,Medium,49,Established
PROP_02086,2026-03-06,1158492.0,6,3.5,3329,13316,2.0,0,2007,0,Greenwood Valley,40081,348.0,Large,19,Mordern
PROP_02087,2026-01-29,453960.0,1,1.0,2328,6984,2.0,0,1988,0,Greenwood Valley,40082,195.0,Medium,38,Established
PROP_02088,2025-10-08,648333.0,3,2.5,2083,4166,2.0,0,1961,2023,Greenwood Valley,40082,311.2,Medium,65,Established
PROP_02089,2025-06-19,1384855.0,4,2.5,3901,27307,3.0,0,1982,0,Greenwood Valley,40081,355.0,Large,44,Established
PROP_02090,2026-04-28,321034.0,4,2.0,1994,3988,1.0,0,1971,0,Greenwood Valley,40081,161.0,Medium,55,Established
PROP_02091,2025-09-06,277207.0,4,1.0,1393,6965,1.0,0,1977,0,Tech Park District,30046,199.0,Small,49,Established
PROP_02092,2025-10-25,221542.0,4,2.0,813,4065,1.0,0,2002,2021,Greenwood Valley,40082,272.5,Small,24,Mordern
PROP_02093,2025-11-30,450765.0,4,2.5,2268,6804,1.0,0,1965,2018,Greenwood Valley,40081,198.8,Medium,61,Established
PROP_02094,2025-06-25,353400.0,2,2.5,1900,5700,1.5,0,2006,0,Coastal Suburbs,20011,186.0,Medium,20,Mordern
PROP_02095,2026-05-02,324990.0,2,1.0,1413,5652,2.0,0,1971,0,Tech Park District,30045,230.0,Small,55,Established
PROP_02096,2025-11-17,273974.0,4,1.0,1359,8154,1.5,1,1973,0,Metro City,10004,201.6,Small,53,Established
PROP_02098,2025-08-03,217868.0,4,1.5,1757,10542,2.0,0,1989,0,Tech Park District,30045,124.0,Medium,37,Established
PROP_02099,2025-12-06,462099.0,1,1.0,2211,11055,2.0,0,1996,0,Coastal Suburbs,20012,209.0,Medium,30,Mordern
PROP_02100,2026-01-10,553000.0,2,2.5,1975,5925,1.0,0,1974,2022,Tech Park District,30046,280.0,Medium,52,Established
PROP_02101,2025-12-22,356775.0,4,2.5,1675,10050,1.5,0,1976,0,Tech Park District,30046,213.0,Medium,50,Established
PROP_02102,2026-01-12,373152.0,3,1.0,1794,7176,2.0,0,1978,0,Greenwood Valley,40081,208.0,Medium,48,Established
PROP_02103,2025-12-15,292285.0,4,1.5,1193,3579,2.0,0,2001,0,Metro City,10003,245.0,Small,25,Mordern
PROP_02104,2025-11-21,245760.0,1,1.5,2048,4096,1.5,0,1989,0,Metro City,10001,120.0,Medium,37,Established
PROP_02106,2026-02-10,1542960.0,5,3.5,4286,34288,3.0,0,1961,0,Greenwood Valley,40081,360.0,Large,65,Established
PROP_02107,2026-05-21,309670.0,1,2.5,1730,10380,2.0,0,1999,0,Greenwood Valley,40081,179.0,Medium,27,Mordern
PROP_02108,2026-02-10,285032.0,2,1.5,1738,5214,1.5,0,1957,0,Metro City,10004,164.0,Medium,69,Established
PROP_02110,2026-02-21,201465.0,4,2.5,814,1628,1.0,0,1962,2023,Greenwood Valley,40081,247.5,Small,64,Established
PROP_02111,2025-10-15,181216.0,2,2.5,809,4854,1.5,0,2015,0,Greenwood Valley,40081,224.0,Small,11,Mordern
PROP_02112,2025-07-13,366025.0,3,2.5,1210,4840,2.0,0,1987,2019,Greenwood Valley,40081,302.5,Small,39,Established
PROP_02113,2026-01-04,252824.0,4,1.0,1144,5720,1.0,0,2013,0,Greenwood Valley,40082,221.0,Small,13,Mordern
PROP_02114,2025-07-11,1511118.0,5,3.5,4221,33768,3.0,0,1983,0,Tech Park District,30046,358.0,Large,43,Established
PROP_02115,2026-01-07,383824.0,3,2.0,2086,6258,1.5,0,1990,0,Tech Park District,30046,184.0,Medium,36,Established
PROP_02116,2026-04-05,206426.0,3,1.5,1706,8530,1.0,0,1984,0,Coastal Suburbs,20012,121.0,Medium,42,Established
PROP_02117,2025-09-01,1087796.0,6,3.5,3764,11292,2.0,0,1985,0,Greenwood Valley,40082,289.0,Large,41,Established
PROP_02118,2026-03-07,406135.0,3,1.5,1889,5667,1.0,0,2001,0,Metro City,10004,215.0,Medium,25,Mordern
PROP_02119,2025-10-29,263900.0,2,2.5,2030,10150,1.5,0,1985,0,Coastal Suburbs,20013,130.0,Medium,41,Established
PROP_02120,2025-11-12,296916.0,2,1.0,1362,2724,1.5,0,1977,0,Metro City,10004,218.0,Small,49,Established
PROP_02121,2025-07-23,383990.0,1,1.5,1634,6536,2.0,0,2005,0,Tech Park District,30045,235.0,Medium,21,Mordern
PROP_02122,2025-07-11,506910.0,4,2.0,2216,11080,1.5,0,1977,2018,Tech Park District,30046,228.8,Medium,49,Established
PROP_02123,2025-11-15,742092.0,6,4.0,3484,10452,2.5,0,1986,0,Greenwood Valley,40081,213.0,Large,40,Established
PROP_02124,2026-05-05,1479744.0,4,3.0,4404,26424,2.0,0,1964,0,Metro City,10001,336.0,Large,62,Established
PROP_02125,2025-10-30,376975.0,3,2.5,1774,10644,2.0,0,1980,2016,Tech Park District,30045,212.5,Medium,46,Established
PROP_02126,2025-11-04,516643.0,2,2.0,1715,6860,1.5,0,1976,2016,Greenwood Valley,40081,301.2,Medium,50,Established
PROP_02127,2026-01-15,197570.0,2,2.5,859,4295,2.0,0,2010,0,Tech Park District,30045,230.0,Small,16,Mordern
PROP_02128,2026-04-05,861900.0,6,3.0,3380,27040,2.5,0,1964,0,Metro City,10001,255.0,Large,62,Established
PROP_02129,2026-01-05,553784.0,3,1.0,2233,6699,1.0,0,2007,0,Greenwood Valley,40082,248.0,Medium,19,Mordern
PROP_02130,2025-08-25,483877.0,1,2.5,2113,8452,1.0,0,1984,0,Metro City,10004,229.0,Medium,42,Established
PROP_02131,2026-05-20,230214.0,3,2.5,1887,7548,2.0,0,1979,0,Metro City,10004,122.0,Medium,47,Established
PROP_02132,2026-01-14,338589.0,3,2.0,2213,4426,1.5,0,2011,0,Tech Park District,30046,153.0,Medium,15,Mordern
PROP_02133,2025-11-27,304278.0,4,1.5,2158,10790,1.5,0,2004,0,Metro City,10001,141.0,Medium,22,Mordern
PROP_02134,2026-01-15,1158678.0,5,2.5,3693,29544,3.0,0,1973,2016,Tech Park District,30046,313.7,Large,53,Established
PROP_02135,2025-06-22,251566.0,3,1.5,1666,9996,2.0,0,1996,0,Greenwood Valley,40082,151.0,Medium,30,Mordern
PROP_02136,2025-11-28,194562.0,4,2.5,1201,3603,1.0,0,1981,0,Metro City,10002,162.0,Small,45,Established
PROP_02137,2026-04-11,129000.0,1,1.5,860,4300,2.0,0,1995,0,Greenwood Valley,40082,150.0,Small,31,Established
PROP_02138,2026-01-09,179772.0,2,1.5,852,1704,1.0,0,1977,0,Metro City,10002,211.0,Small,49,Established
PROP_02139,2025-10-19,209280.0,2,1.5,960,5760,1.0,0,1966,0,Tech Park District,30045,218.0,Small,60,Established
PROP_02140,2026-04-24,407680.0,1,1.0,1960,5880,1.0,0,1988,0,Metro City,10003,208.0,Medium,38,Established
PROP_02141,2025-06-30,1536150.0,5,4.0,4389,30723,2.5,0,1969,0,Greenwood Valley,40081,350.0,Large,57,Established
PROP_02142,2025-07-09,204330.0,1,2.0,973,5838,1.0,0,2015,2023,Tech Park District,30046,210.0,Small,11,Mordern
PROP_02143,2026-05-10,267406.0,1,2.0,1178,4712,1.5,0,1960,0,Tech Park District,30045,227.0,Small,66,Established
PROP_02144,2026-04-23,428230.0,1,2.5,2290,13740,1.5,0,2014,0,Tech Park District,30045,187.0,Medium,12,Mordern
PROP_02145,2025-12-25,253746.0,3,2.0,1998,3996,2.0,0,2015,0,Metro City,10003,127.0,Medium,11,Mordern
PROP_02146,2025-12-04,289350.0,3,1.0,1286,5144,1.0,0,1996,0,Tech Park District,30046,225.0,Small,30,Mordern
PROP_02147,2026-02-18,147234.0,3,1.0,926,5556,2.0,0,2007,0,Tech Park District,30045,159.0,Small,19,Mordern
PROP_02148,2026-05-14,300294.0,4,2.5,1809,7236,1.5,0,1997,0,Tech Park District,30046,166.0,Medium,29,Mordern
PROP_02149,2025-08-21,333600.0,4,1.5,1390,8340,1.0,0,1954,0,Metro City,10002,240.0,Small,72,Established
PROP_02150,2025-06-16,1459620.0,5,3.5,3672,25704,3.0,0,1983,2017,Metro City,10003,397.5,Large,43,Established
PROP_02151,2025-08-13,457737.0,3,2.5,2149,10745,1.0,0,1978,0,Greenwood Valley,40082,213.0,Medium,48,Established
PROP_02152,2026-04-08,1030080.0,5,4.0,3480,24360,3.0,0,1988,0,Metro City,10002,296.0,Large,38,Established
PROP_02153,2026-05-14,329132.0,4,2.5,1538,4614,1.0,0,1964,0,Coastal Suburbs,20011,214.0,Medium,62,Established
PROP_02154,2026-01-11,270414.0,1,1.0,1494,5976,1.5,0,1987,0,Coastal Suburbs,20012,181.0,Small,39,Established
PROP_02155,2025-06-18,1220415.0,4,2.5,4137,28959,3.0,0,2011,0,Tech Park District,30046,295.0,Large,15,Mordern
PROP_02156,2025-08-04,320242.0,3,1.0,1417,8502,1.0,0,1956,0,Greenwood Valley,40082,226.0,Small,70,Established
PROP_02157,2025-07-05,459020.0,3,2.5,1945,7780,1.0,0,1979,0,Metro City,10004,236.0,Medium,47,Established
PROP_02158,2025-09-29,895454.0,6,3.0,2681,21448,3.0,0,2014,0,Greenwood Valley,40081,334.0,Medium,12,Mordern
PROP_02159,2026-04-27,347956.0,3,1.5,2023,4046,1.0,0,1972,0,Metro City,10001,172.0,Medium,54,Established
PROP_02160,2025-12-05,555503.0,2,1.5,2249,6747,2.0,0,1955,0,Greenwood Valley,40082,247.0,Medium,71,Established
PROP_02161,2025-12-03,372534.0,4,1.5,2141,4282,2.0,0,1988,0,Metro City,10002,174.0,Medium,38,Established
PROP_02162,2025-12-14,1121999.0,5,4.0,4171,25026,2.0,0,1967,0,Greenwood Valley,40081,269.0,Large,59,Established
PROP_02163,2026-03-18,323862.0,1,1.5,1402,4206,2.0,0,1987,0,Coastal Suburbs,20012,231.0,Small,39,Established
PROP_02164,2025-06-17,628227.0,5,3.5,2523,12615,2.5,0,1971,0,Coastal Suburbs,20013,249.0,Medium,55,Established
PROP_02165,2026-04-06,433006.0,3,1.0,2198,13188,1.5,0,1984,0,Greenwood Valley,40082,197.0,Medium,42,Established
PROP_02166,2025-08-18,249550.0,4,1.0,1426,5704,1.5,0,1992,0,Coastal Suburbs,20012,175.0,Small,34,Established
PROP_02167,2026-05-14,714849.0,5,3.5,2991,11964,3.0,0,1998,0,Tech Park District,30046,239.0,Medium,28,Mordern
PROP_02168,2026-01-17,312570.0,4,2.5,1656,9936,1.0,0,1973,2025,Metro City,10004,188.8,Medium,53,Established
PROP_02169,2025-12-07,210805.0,2,2.0,1585,9510,1.5,0,1978,0,Coastal Suburbs,20011,133.0,Medium,48,Established
PROP_02170,2025-12-08,390040.0,3,1.0,1592,3184,1.0,0,1988,0,Coastal Suburbs,20012,245.0,Medium,38,Established
PROP_02171,2026-01-14,299425.0,1,2.0,1475,5900,2.0,0,2007,0,Tech Park District,30046,203.0,Small,19,Mordern
PROP_02172,2025-07-10,232866.0,1,1.0,1522,6088,1.0,0,2000,0,Tech Park District,30046,153.0,Medium,26,Mordern
PROP_02173,2026-03-21,159831.0,3,2.0,1239,6195,1.0,0,1997,0,Greenwood Valley,40082,129.0,Small,29,Mordern
PROP_02174,2025-08-10,165146.0,3,2.0,1163,2326,1.0,0,2015,0,Tech Park District,30046,142.0,Small,11,Mordern
PROP_02175,2026-02-27,129129.0,3,1.5,903,2709,1.5,0,1994,0,Tech Park District,30046,143.0,Small,32,Established
PROP_02176,2025-12-05,223295.0,1,1.5,1258,5032,2.0,0,1983,2018,Metro City,10003,177.5,Small,43,Established
PROP_02177,2025-12-21,216612.0,4,2.5,1641,4923,1.0,0,1985,0,Coastal Suburbs,20013,132.0,Medium,41,Established
PROP_02178,2025-11-08,569135.0,4,1.0,2323,13938,2.0,0,1955,0,Coastal Suburbs,20013,245.0,Medium,71,Established
PROP_02179,2026-04-29,389760.0,3,2.0,1740,6960,2.0,0,1996,0,Coastal Suburbs,20011,224.0,Medium,30,Mordern
PROP_02180,2025-10-21,703136.0,5,2.5,3139,15695,3.0,0,1964,0,Metro City,10003,224.0,Large,62,Established
PROP_02181,2025-10-06,832048.0,6,3.0,2584,12920,2.0,0,1996,0,Coastal Suburbs,20012,322.0,Medium,30,Mordern
PROP_02182,2025-07-29,197246.0,2,1.5,1022,5110,2.0,0,1993,0,Metro City,10004,193.0,Small,33,Established
PROP_02183,2025-06-14,169784.0,4,1.5,1117,2234,1.5,0,2006,0,Coastal Suburbs,20012,152.0,Small,20,Mordern
PROP_02184,2025-09-04,448162.0,4,2.0,1615,3230,1.0,0,1961,2021,Metro City,10002,277.5,Medium,65,Established
PROP_02185,2026-02-11,490603.0,2,2.0,1729,6916,1.5,0,2008,2016,Tech Park District,30045,283.7,Medium,18,Mordern
PROP_02186,2026-02-21,165467.0,4,1.0,1094,5470,2.0,0,1950,2021,Coastal Suburbs,20012,151.2,Small,76,Established
PROP_02187,2025-12-16,307732.0,1,2.0,1746,3492,1.0,0,1961,2023,Greenwood Valley,40082,176.2,Medium,65,Established
PROP_02189,2025-07-31,1344780.0,5,3.5,4338,13014,2.5,0,1968,2024,Tech Park District,30046,310.0,Large,58,Established
PROP_02190,2025-10-13,450795.0,2,2.5,2199,8796,1.5,0,1992,0,Coastal Suburbs,20011,205.0,Medium,34,Established
PROP_02191,2025-10-12,594114.0,3,1.0,2386,4772,1.5,0,1954,0,Metro City,10002,249.0,Medium,72,Established
PROP_02192,2026-05-27,361826.0,2,2.0,1601,6404,2.0,0,1975,0,Metro City,10001,226.0,Medium,51,Established
PROP_02193,2026-01-15,143520.0,3,2.0,1196,5980,2.0,0,1986,0,Metro City,10003,120.0,Small,40,Established
PROP_02194,2025-09-18,257420.0,4,1.0,2110,6330,1.0,0,1984,0,Tech Park District,30045,122.0,Medium,42,Established
PROP_02195,2026-04-10,288756.0,2,1.5,1234,7404,2.0,0,1997,0,Metro City,10002,234.0,Small,29,Mordern
PROP_02196,2025-10-25,157500.0,4,2.0,875,3500,2.0,0,1980,0,Metro City,10004,180.0,Small,46,Established
PROP_02197,2026-05-22,400848.0,3,1.0,2386,11930,2.0,0,1981,0,Metro City,10001,168.0,Medium,45,Established
PROP_02198,2026-02-07,391830.0,4,2.0,2118,10590,1.0,0,1988,0,Metro City,10004,185.0,Medium,38,Established
PROP_02199,2025-09-11,1108086.0,5,3.0,3769,26383,2.0,0,2009,0,Tech Park District,30046,294.0,Large,17,Mordern
PROP_02200,2025-08-02,1462190.0,4,3.5,4006,16024,2.0,0,1991,0,Greenwood Valley,40082,365.0,Large,35,Established
PROP_02201,2025-08-09,116008.0,2,2.5,853,2559,2.0,0,1965,0,Coastal Suburbs,20012,136.0,Small,61,Established
PROP_02202,2025-07-08,153946.0,2,2.5,806,4836,2.0,0,1950,0,Metro City,10001,191.0,Small,76,Established
PROP_02203,2026-01-18,287122.0,2,1.5,1823,9115,2.0,0,1994,2024,Metro City,10004,157.5,Medium,32,Established
PROP_02204,2025-08-28,642798.0,5,2.5,2747,13735,3.0,0,1999,0,Greenwood Valley,40082,234.0,Medium,27,Mordern
PROP_02205,2026-01-14,335110.0,4,2.5,1426,7130,1.0,0,1975,0,Metro City,10001,235.0,Small,51,Established
PROP_02206,2025-07-15,165750.0,1,1.5,1105,2210,1.5,0,1976,0,Tech Park District,30046,150.0,Small,50,Established
PROP_02207,2026-05-16,1266292.0,6,4.0,3557,28456,3.0,0,1972,0,Coastal Suburbs,20013,356.0,Large,54,Established
PROP_02208,2025-11-11,561289.0,4,2.5,2329,9316,2.0,0,1974,0,Metro City,10004,241.0,Medium,52,Established
PROP_02209,2026-05-08,256512.0,4,2.5,1336,8016,1.5,0,2013,0,Metro City,10002,192.0,Small,13,Mordern
PROP_02210,2025-11-25,1090084.0,6,3.5,3658,14632,3.0,0,2010,0,Coastal Suburbs,20012,298.0,Large,16,Mordern
PROP_02211,2026-05-30,379620.0,1,1.0,2052,6156,1.0,0,2004,0,Coastal Suburbs,20012,185.0,Medium,22,Mordern
PROP_02212,2025-07-04,332976.0,4,1.0,1982,3964,2.0,0,1976,0,Metro City,10002,168.0,Medium,50,Established
PROP_02213,2026-03-09,426800.0,2,2.5,1940,5820,1.0,0,1966,0,Metro City,10002,220.0,Medium,60,Established
PROP_02214,2026-03-05,179256.0,3,2.0,1164,5820,2.0,0,1985,0,Greenwood Valley,40082,154.0,Small,41,Established
PROP_02215,2025-10-27,200770.0,1,1.0,1181,7086,1.0,0,1987,0,Greenwood Valley,40082,170.0,Small,39,Established
PROP_02216,2025-11-01,256197.0,2,1.5,1081,6486,1.0,0,2015,0,Metro City,10004,237.0,Small,11,Mordern
PROP_02217,2025-08-20,380052.0,3,2.5,1564,3128,1.5,0,2013,0,Metro City,10002,243.0,Medium,13,Mordern
PROP_02218,2026-05-31,436170.0,1,1.5,2170,8680,1.0,0,1976,0,Metro City,10004,201.0,Medium,50,Established
PROP_02219,2026-05-30,204768.0,4,2.0,864,5184,1.0,0,1970,0,Metro City,10001,237.0,Small,56,Established
PROP_02220,2026-05-25,568107.0,2,2.5,2011,8044,1.5,0,1973,2020,Tech Park District,30045,282.5,Medium,53,Established
PROP_02221,2026-04-23,353829.0,4,2.5,1743,3486,2.0,0,1952,0,Coastal Suburbs,20011,203.0,Medium,74,Established
PROP_02222,2025-08-29,757330.0,6,3.5,3490,10470,2.0,0,1952,0,Tech Park District,30045,217.0,Large,74,Established
PROP_02223,2025-12-03,205500.0,2,2.0,1370,8220,1.0,0,1963,2017,Greenwood Valley,40082,150.0,Small,63,Established
PROP_02224,2026-02-16,385357.0,2,1.5,1557,7785,1.5,0,2014,2019,Greenwood Valley,40081,247.5,Medium,12,Mordern
PROP_02225,2025-09-23,197172.0,4,1.0,1186,4744,1.5,0,1961,2022,Metro City,10001,166.2,Small,65,Established
PROP_02226,2025-08-02,307019.0,3,2.0,1462,5848,1.5,1,1972,2019,Tech Park District,30045,210.0,Small,54,Established
PROP_02227,2025-09-11,751488.0,6,3.0,2991,23928,2.0,0,2012,2018,Tech Park District,30046,251.2,Medium,14,Mordern
PROP_02228,2025-08-11,328716.0,2,2.0,1588,7940,1.0,0,1983,0,Greenwood Valley,40081,207.0,Medium,43,Established
PROP_02229,2025-09-30,267337.0,2,1.0,905,4525,2.0,1,1963,0,Metro City,10001,295.4,Small,63,Established
PROP_02230,2026-02-08,117600.0,1,1.5,800,2400,1.0,0,2012,0,Tech Park District,30045,147.0,Small,14,Mordern
PROP_02231,2025-06-14,270190.0,3,2.5,1318,2636,2.0,0,1984,0,Metro City,10004,205.0,Small,42,Established
PROP_02232,2025-12-02,393190.0,4,2.0,2296,4592,1.0,0,1992,2021,Coastal Suburbs,20013,171.2,Medium,34,Established
PROP_02233,2026-03-11,308880.0,1,2.0,2288,11440,2.0,0,1992,0,Metro City,10004,135.0,Medium,34,Established
PROP_02234,2026-03-21,402948.0,1,1.0,2132,8528,1.0,0,2014,0,Tech Park District,30045,189.0,Medium,12,Mordern
PROP_02235,2025-12-06,310968.0,1,1.5,1851,7404,2.0,0,1965,0,Metro City,10003,168.0,Medium,61,Established
PROP_02236,2026-01-26,147160.0,1,1.0,1132,2264,1.0,0,1969,0,Coastal Suburbs,20012,130.0,Small,57,Established
PROP_02237,2026-03-10,242565.0,4,2.5,1545,9270,1.5,0,2009,0,Tech Park District,30046,157.0,Medium,17,Mordern
PROP_02238,2025-08-06,482422.0,4,2.0,2042,4084,1.5,0,1965,2021,Metro City,10002,236.2,Medium,61,Established
PROP_02239,2026-04-10,155155.0,1,1.0,1001,3003,1.0,0,1977,0,Coastal Suburbs,20011,155.0,Small,49,Established
PROP_02240,2025-07-15,639450.0,4,3.5,3150,22050,2.5,0,1966,0,Greenwood Valley,40081,203.0,Large,60,Established
PROP_02241,2025-07-04,149885.0,4,2.5,967,2901,1.0,0,1990,0,Tech Park District,30046,155.0,Small,36,Established
PROP_02242,2025-11-06,175120.0,4,2.5,880,4400,1.5,0,1967,0,Tech Park District,30045,199.0,Small,59,Established
PROP_02244,2026-02-01,305812.0,3,1.5,1398,2796,1.0,0,1954,2021,Coastal Suburbs,20011,218.7,Small,72,Established
PROP_02245,2026-02-25,229080.0,4,1.5,1380,6900,1.0,0,2005,0,Metro City,10001,166.0,Small,21,Mordern
PROP_02246,2025-12-28,321126.0,2,1.5,1794,8970,2.0,0,1990,0,Metro City,10004,179.0,Medium,36,Established
PROP_02247,2025-12-27,374460.0,2,1.5,1580,4740,2.0,0,2004,0,Coastal Suburbs,20013,237.0,Medium,22,Mordern
PROP_02248,2026-03-22,371290.0,2,2.0,1735,5205,1.0,0,1980,0,Greenwood Valley,40081,214.0,Medium,46,Established
PROP_02249,2025-07-08,509548.0,2,1.0,2132,6396,1.5,0,1957,0,Metro City,10004,239.0,Medium,69,Established
PROP_02250,2025-08-04,447076.0,3,1.0,2281,13686,2.0,0,1986,0,Greenwood Valley,40081,196.0,Medium,40,Established
PROP_02251,2025-11-10,1450881.0,5,4.0,4467,26802,3.0,1,1959,0,Greenwood Valley,40081,324.8,Large,67,Established
PROP_02252,2026-04-25,936034.0,5,2.5,3454,24178,2.5,0,1971,0,Metro City,10003,271.0,Large,55,Established
PROP_02253,2025-07-08,308113.0,2,1.5,2249,4498,2.0,0,1994,0,Tech Park District,30046,137.0,Medium,32,Established
PROP_02254,2026-01-17,575757.0,3,1.0,2331,4662,1.0,0,1989,0,Greenwood Valley,40081,247.0,Medium,37,Established
PROP_02255,2026-01-25,334350.0,3,1.0,1486,2972,1.5,0,2013,2020,Coastal Suburbs,20012,225.0,Small,13,Mordern
PROP_02256,2026-05-15,435064.0,4,2.5,1828,9140,1.0,1,1972,0,Coastal Suburbs,20011,238.0,Medium,54,Established
PROP_02257,2026-02-20,417632.0,4,1.0,1877,11262,2.0,0,1995,2020,Metro City,10002,222.5,Medium,31,Established
PROP_02258,2025-11-24,1065228.0,4,2.5,3061,18366,3.0,0,2004,0,Greenwood Valley,40082,348.0,Large,22,Mordern
PROP_02259,2025-08-05,447193.0,3,1.5,1288,2576,1.0,1,2001,0,Greenwood Valley,40081,347.2,Small,25,Mordern
PROP_02260,2026-03-10,1163568.0,6,3.5,3463,27704,2.0,0,1962,0,Coastal Suburbs,20011,336.0,Large,64,Established
PROP_02261,2026-04-24,296584.0,3,2.0,2264,4528,2.0,0,1966,0,Metro City,10002,131.0,Medium,60,Established
PROP_02262,2026-03-28,357918.0,3,1.0,1914,3828,1.5,0,2004,0,Coastal Suburbs,20012,187.0,Medium,22,Mordern
PROP_02263,2025-09-02,569910.0,2,1.5,2355,4710,1.5,0,1951,0,Greenwood Valley,40082,242.0,Medium,75,Established
PROP_02264,2025-08-06,261954.0,3,2.5,1323,3969,2.0,0,1966,0,Coastal Suburbs,20011,198.0,Small,60,Established
PROP_02265,2026-01-08,271988.0,1,1.0,1402,7010,1.0,0,1964,0,Greenwood Valley,40082,194.0,Small,62,Established
PROP_02266,2026-02-13,168304.0,4,2.0,1072,2144,2.0,0,1966,0,Coastal Suburbs,20012,157.0,Small,60,Established
PROP_02267,2025-06-29,642765.0,6,4.0,2935,23480,2.0,0,2013,0,Tech Park District,30046,219.0,Medium,13,Mordern
PROP_02268,2025-08-03,129270.0,4,2.0,930,2790,2.0,0,1966,0,Greenwood Valley,40082,139.0,Small,60,Established
PROP_02269,2026-02-21,259920.0,2,1.0,1368,8208,1.5,0,1996,0,Metro City,10002,190.0,Small,30,Mordern
PROP_02270,2025-08-18,316029.0,4,1.0,2121,10605,2.0,0,1953,0,Tech Park District,30046,149.0,Medium,73,Established
PROP_02271,2025-11-03,418482.0,1,1.5,2082,4164,1.5,0,2015,0,Greenwood Valley,40082,201.0,Medium,11,Mordern
PROP_02272,2025-08-24,571075.0,3,1.5,2155,10775,2.0,0,1985,2025,Coastal Suburbs,20013,265.0,Medium,41,Established
PROP_02273,2025-08-22,490500.0,4,1.0,2180,13080,1.5,0,1979,0,Coastal Suburbs,20011,225.0,Medium,47,Established
PROP_02274,2025-11-13,401100.0,1,2.5,2100,4200,1.5,0,1973,0,Greenwood Valley,40082,191.0,Medium,53,Established
PROP_02275,2026-05-30,450624.0,3,2.0,2347,7041,2.0,0,1954,0,Tech Park District,30046,192.0,Medium,72,Established
PROP_02276,2025-09-24,196850.0,2,1.5,1016,2032,2.0,0,1951,2016,Greenwood Valley,40082,193.8,Small,75,Established
PROP_02277,2025-11-25,974056.0,4,2.5,3112,15560,2.5,0,1996,0,Tech Park District,30046,313.0,Large,30,Mordern
PROP_02278,2026-02-21,547637.0,1,2.0,1930,9650,1.5,0,1982,2018,Metro City,10003,283.7,Medium,44,Established
PROP_02279,2025-10-24,808758.0,5,4.0,2643,21144,2.5,0,2010,0,Greenwood Valley,40081,306.0,Medium,16,Mordern
