Property_ID,Listing_Date,Sale_Price,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,Waterfront,Year_Built,Year_Renovated,City,Zip_Code
PROP_00876,2025-11-28,193380,3,2.5,879,4395,1.5,0,1982,2024,Greenwood Valley,40081
PROP_00877,2026-05-26,310170,2,2.0,1266,6330,2.0,0,2001,2024,Coastal Suburbs,20013
PROP_00878,2026-01-19,280030,4,2.5,1366,2732,1.5,0,1995,0,Metro City,10003
PROP_00879,2025-10-17,409248,2,1.0,2016,4032,2.0,0,1963,0,Greenwood Valley,40081
PROP_00880,2025-11-04,249996,1,1.5,1004,2008,1.0,0,1999,0,Tech Park District,30045
PROP_00881,2025-10-07,362340,3,2.5,2196,10980,1.0,0,1971,0,Metro City,10002
PROP_00882,2025-09-27,848065,5,3.5,2741,21928,2.0,1,1967,0,Greenwood Valley,40082
PROP_00883,2025-08-01,670340,4,2.5,3047,18282,3.0,0,1990,0,Tech Park District,30046
PROP_00884,2025-09-07,1311336,5,3.5,4203,33624,3.0,0,1986,0,Coastal Suburbs,20013
PROP_00885,2025-11-09,849410,6,3.0,2929,17574,3.0,0,1996,0,Greenwood Valley,40081
PROP_00886,2025-08-01,1532930,4,2.5,2440,14640,2.5,1,1977,2016,Coastal Suburbs,20013
PROP_00887,2026-03-02,898398,4,2.5,3537,17685,2.0,0,2004,0,Coastal Suburbs,20013
PROP_00888,2026-05-20,205492,3,1.0,1253,5012,2.0,0,1995,0,Tech Park District,30045
PROP_00889,2025-09-03,150693,3,1.5,893,3572,1.5,0,2002,2025,Coastal Suburbs,20012
PROP_00890,2025-09-07,229900,4,1.0,950,5700,1.5,0,1983,0,Metro City,10001
PROP_00891,2025-09-19,533610,2,1.5,2156,6468,2.0,0,1997,2016,Coastal Suburbs,20012
PROP_00892,2026-02-03,310156,4,1.5,1484,5936,1.0,0,1951,0,Metro City,10004
PROP_00893,2025-10-20,217560,2,2.5,1176,4704,1.0,0,1973,0,Coastal Suburbs,20012
PROP_00894,2026-03-29,738528,6,3.0,3297,13188,2.5,0,1958,0,Coastal Suburbs,20013
PROP_00895,2026-02-24,344025,4,1.0,1529,4587,1.0,0,2015,0,Metro City,10001
PROP_00896,2026-04-02,929682,4,2.5,3973,23838,2.5,0,1950,0,Metro City,10002
PROP_00897,2025-10-23,446424,4,2.0,1958,5874,1.0,0,1989,0,Tech Park District,30046
PROP_00898,2025-07-22,921396,4,4.0,3134,9402,3.0,0,1995,0,Metro City,10002
PROP_00899,2025-09-08,517959,4,1.0,2223,13338,1.0,0,1964,0,Metro City,10003
PROP_00900,2025-10-30,172115,1,1.5,1187,5935,2.0,0,1971,0,Tech Park District,30045
PROP_00901,2025-09-25,293712,3,1.0,1688,3376,1.0,0,1997,0,Metro City,10004
PROP_00902,2025-12-02,149602,4,2.5,1142,2284,1.5,0,1956,0,Metro City,10003
PROP_00903,2025-08-31,600312,2,1.0,1921,9605,2.0,0,2011,2024,Tech Park District,30045
PROP_00904,2025-11-02,899668,5,2.5,2794,19558,2.0,0,1970,0,Tech Park District,30046
PROP_00905,2025-06-08,330720,3,1.5,2080,6240,1.0,0,1957,0,Coastal Suburbs,20013
PROP_00906,2026-05-29,339956,3,1.5,2297,6891,2.0,0,1958,0,Tech Park District,30046
PROP_00907,2026-03-01,175065,2,1.0,1061,2122,2.0,0,1985,2018,Tech Park District,30045
PROP_00908,2025-08-04,279370,4,2.5,1535,4605,2.0,0,1997,0,Coastal Suburbs,20011
PROP_00909,2025-10-19,107520,4,2.0,896,4480,1.5,0,1957,0,Metro City,10002
PROP_00910,2025-06-24,305541,3,2.5,1997,3994,2.0,0,1959,0,Coastal Suburbs,20012
PROP_00911,2025-06-28,225760,1,2.5,1411,7055,2.0,0,1977,0,Coastal Suburbs,20013
PROP_00912,2026-03-11,362075,3,1.0,2069,10345,1.5,0,1975,2022,Metro City,10003
PROP_00913,2025-10-28,533775,3,2.5,1941,7764,1.5,0,2008,2016,Greenwood Valley,40081
PROP_00914,2026-05-24,265680,2,1.0,1968,11808,1.5,0,1988,0,Greenwood Valley,40081
PROP_00915,2025-08-04,268968,4,2.5,1601,4803,2.0,0,1978,0,Tech Park District,30046
PROP_00916,2026-04-23,376922,4,1.5,1729,5187,1.0,0,1967,0,Tech Park District,30045
PROP_00917,2026-02-07,257301,2,2.0,1243,6215,2.0,0,1991,0,Metro City,10001
PROP_00918,2025-07-23,451584,1,2.5,2016,12096,1.0,0,1968,0,Coastal Suburbs,20011
PROP_00919,2025-06-07,226431,4,2.0,1251,3753,2.0,0,1967,0,Tech Park District,30045
PROP_00920,2026-03-21,3723965,7,6.0,7231,36155,3.0,0,1981,0,Tech Park District,30046
PROP_00921,2025-10-24,912205,4,2.5,2723,21784,2.5,0,2013,0,Coastal Suburbs,20011
PROP_00922,2026-01-27,451248,4,2.5,2212,13272,2.0,0,2008,0,Tech Park District,30046
PROP_00923,2026-02-01,1126841,5,3.0,4189,20945,3.0,0,2000,0,Tech Park District,30046
PROP_00924,2026-01-12,120125,3,1.5,961,2883,1.5,0,1951,0,Greenwood Valley,40081
PROP_00925,2025-11-22,1123106,4,4.0,2985,14925,2.5,0,1988,2018,Tech Park District,30045
PROP_00926,2025-09-03,193500,3,1.5,1290,5160,2.0,0,1984,0,Metro City,10002
PROP_00927,2025-06-27,321848,3,1.5,1307,3921,1.5,0,1990,2019,Metro City,10003
PROP_00928,2025-10-08,160274,2,2.5,1262,2524,2.0,0,1965,0,Metro City,10004
PROP_00929,2026-01-31,296814,1,1.0,1554,9324,1.5,0,1990,0,Tech Park District,30045
PROP_00930,2025-07-29,453245,2,2.5,1835,9175,1.5,0,1956,0,Tech Park District,30046
PROP_00931,2025-07-04,1045504,6,2.5,4084,20420,3.0,0,2006,0,Coastal Suburbs,20013
PROP_00932,2025-12-23,226335,3,2.5,1185,3555,1.5,0,1957,0,Coastal Suburbs,20013
PROP_00933,2026-02-07,920368,5,2.5,2501,12505,2.5,0,1955,0,Metro City,10003
PROP_00934,2025-07-08,985230,4,3.0,2670,13350,2.0,0,1974,0,Coastal Suburbs,20012
PROP_00935,2026-03-23,419255,1,1.5,2362,11810,2.0,0,2013,2018,Metro City,10003
PROP_00936,2026-04-19,371580,3,2.0,2252,6756,2.0,0,1953,0,Coastal Suburbs,20011
PROP_00937,2026-05-18,394800,4,1.5,1504,4512,2.0,0,1977,2018,Coastal Suburbs,20013
PROP_00938,2025-06-28,366048,4,1.5,2232,13392,1.0,0,1950,0,Coastal Suburbs,20011
PROP_00939,2025-08-17,962081,4,3.0,3329,19974,2.5,0,1954,0,Greenwood Valley,40081
PROP_00940,2025-08-16,277050,4,1.0,1847,5541,1.5,0,2014,0,Metro City,10001
PROP_00941,2026-03-16,185680,1,2.5,1055,3165,1.5,0,1973,0,Coastal Suburbs,20012
PROP_00942,2025-11-03,1081083,5,3.5,4049,24294,2.0,0,1966,0,Greenwood Valley,40082
PROP_00943,2025-07-14,5877837,7,5.0,8267,107471,2.5,0,1987,0,Coastal Suburbs,20013
PROP_00944,2025-10-06,193390,2,1.5,1165,4660,1.5,0,1993,0,Coastal Suburbs,20012
PROP_00945,2025-07-31,206856,4,1.5,936,1872,2.0,0,2012,0,Metro City,10004
PROP_00946,2026-03-13,392688,3,1.5,1944,7776,1.0,0,1969,0,Coastal Suburbs,20011
PROP_00947,2025-12-31,679830,4,4.0,2635,18445,2.5,0,2010,0,Metro City,10002
PROP_00948,2026-04-07,153870,3,2.5,892,3568,1.5,0,1972,2017,Greenwood Valley,40081
PROP_00949,2026-04-02,219382,3,1.0,958,5748,2.0,0,1984,0,Tech Park District,30045
PROP_00950,2026-04-13,287741,2,2.0,1723,10338,1.5,0,1957,0,Metro City,10004
PROP_00951,2025-09-24,277628,2,2.5,1124,2248,1.0,0,1962,0,Metro City,10002
PROP_00952,2026-02-23,552004,2,1.5,2339,11695,2.0,0,2001,0,Metro City,10002
PROP_00953,2025-12-12,298930,4,2.5,1790,5370,1.0,0,1966,0,Greenwood Valley,40081
PROP_00954,2026-01-17,368144,3,2.5,2128,12768,1.5,0,1989,0,Greenwood Valley,40081
PROP_00955,2026-01-13,330971,2,1.0,1849,11094,2.0,0,1965,0,Metro City,10004
PROP_00956,2025-10-31,450954,3,1.0,2386,9544,1.5,0,1986,0,Coastal Suburbs,20011
PROP_00957,2026-03-29,215226,1,1.0,1087,5435,2.0,0,1989,0,Greenwood Valley,40082
PROP_00958,2026-01-06,312394,4,2.5,1433,2866,1.5,0,1994,0,Greenwood Valley,40082
PROP_00959,2025-11-04,1040896,4,2.5,4066,16264,2.5,0,2010,0,Metro City,10003
PROP_00960,2026-03-19,359333,2,2.5,1703,3406,1.0,0,1967,0,Greenwood Valley,40082
PROP_00961,2026-04-14,431210,1,2.0,2015,10075,2.0,0,1994,0,Greenwood Valley,40081
PROP_00962,2025-07-01,274122,2,2.5,1413,4239,1.0,0,1992,0,Coastal Suburbs,20012
PROP_00963,2026-04-09,273734,4,1.5,1411,5644,1.5,0,1978,0,Tech Park District,30046
PROP_00964,2025-07-21,1784318,5,2.5,4021,28147,3.0,0,1981,2020,Tech Park District,30045
PROP_00965,2025-09-15,218420,3,2.5,1340,2680,2.0,0,1968,0,Tech Park District,30046
PROP_00966,2026-04-17,373842,4,1.5,1978,11868,2.0,0,1962,0,Tech Park District,30046
PROP_00967,2025-09-17,2806890,9,5.0,4751,33257,2.5,1,2011,0,Metro City,10001
PROP_00968,2025-10-14,226328,4,2.0,1489,7445,2.0,0,1954,0,Tech Park District,30045
PROP_00969,2026-05-05,349796,4,2.0,1581,3162,1.0,0,1956,2018,Metro City,10003
PROP_00970,2025-07-12,485722,1,1.5,2302,11510,1.5,0,2000,0,Tech Park District,30045
PROP_00971,2025-08-20,591108,6,4.0,2724,19068,3.0,0,1983,0,Tech Park District,30046
PROP_00972,2025-10-01,426395,3,2.5,1594,4782,1.0,0,1956,2020,Tech Park District,30045
PROP_00973,2025-08-28,695412,4,3.0,2538,10152,2.0,0,1973,0,Coastal Suburbs,20011
PROP_00974,2026-03-10,537342,3,1.5,2158,10790,2.0,0,2000,0,Coastal Suburbs,20013
PROP_00975,2025-07-09,324225,3,1.5,1965,7860,1.5,0,1969,2017,Metro City,10001
PROP_00976,2025-08-20,977880,4,4.0,3480,13920,2.0,0,1957,0,Greenwood Valley,40082
PROP_00977,2025-06-02,329600,3,2.5,1600,6400,1.0,0,1970,0,Tech Park District,30045
PROP_00978,2025-12-27,3505887,7,4.5,5059,25295,2.5,0,1963,0,Coastal Suburbs,20013
PROP_00979,2026-01-17,247036,2,2.0,1636,8180,1.5,0,2004,0,Metro City,10002
PROP_00980,2026-05-19,597250,4,1.5,2389,11945,2.0,0,1981,2016,Tech Park District,30045
PROP_00981,2026-04-01,178560,2,1.0,960,2880,1.0,0,2012,0,Coastal Suburbs,20012
PROP_00982,2026-01-27,131440,2,1.0,1060,6360,1.5,0,1961,0,Metro City,10002
PROP_00983,2025-10-28,203850,2,2.0,906,3624,1.0,0,1983,0,Coastal Suburbs,20011
PROP_00984,2025-06-17,1639685,5,4.0,3716,18580,2.5,0,1973,2016,Greenwood Valley,40081
PROP_00985,2025-09-27,277635,2,2.5,1115,5575,2.0,0,1958,0,Greenwood Valley,40082
PROP_00986,2025-10-26,1054435,6,3.5,3979,23874,3.0,0,2014,0,Tech Park District,30045
PROP_00987,2026-05-28,347917,2,2.5,1974,3948,1.0,0,1961,2017,Coastal Suburbs,20011
PROP_00988,2025-10-23,400372,3,2.5,2321,13926,1.0,0,2008,2023,Greenwood Valley,40081
PROP_00989,2026-05-26,1926612,4,3.0,3844,11532,3.0,1,1982,0,Tech Park District,30045
PROP_00990,2026-01-19,247968,1,2.5,1008,3024,1.0,0,1999,0,Coastal Suburbs,20013
PROP_00991,2025-07-07,124764,2,1.5,843,3372,1.5,0,1998,0,Coastal Suburbs,20011
PROP_00992,2026-05-18,254787,4,1.5,1199,2398,2.0,0,1975,2020,Tech Park District,30046
PROP_00993,2025-09-28,1551384,4,3.5,4458,31206,2.5,0,1992,0,Tech Park District,30046
PROP_00994,2025-10-14,1405132,4,3.5,3947,27629,3.0,0,1990,0,Greenwood Valley,40081
PROP_00995,2026-04-17,336474,2,2.5,1674,5022,1.0,0,2003,0,Greenwood Valley,40082
PROP_00996,2026-03-29,632196,5,3.5,3099,12396,2.5,0,2003,0,Coastal Suburbs,20012
PROP_00997,2026-05-05,136960,2,1.5,856,3424,2.0,0,1969,0,Greenwood Valley,40082
PROP_00998,2025-09-10,196692,4,1.5,886,2658,2.0,0,1979,0,Metro City,10001
PROP_00999,2026-01-04,300240,2,2.0,2160,6480,1.0,0,1992,0,Greenwood Valley,40081
PROP_01000,2025-07-29,222312,2,1.0,1256,7536,1.0,0,1970,0,Metro City,10003
PROP_01001,2026-03-06,1001097,4,3.0,2713,13565,3.0,0,1964,0,Metro City,10002
PROP_01002,2025-09-24,208680,4,2.5,1410,2820,1.0,0,1991,0,Coastal Suburbs,20012
PROP_01003,2026-04-28,449418,3,1.5,2179,4358,1.0,0,2014,2022,Metro City,10004
PROP_01004,2025-08-16,530358,3,2.0,2389,11945,2.0,0,1989,0,Greenwood Valley,40082
PROP_01005,2025-10-15,496188,2,2.0,2148,6444,1.0,0,1968,0,Metro City,10004
PROP_01006,2025-08-12,241850,1,1.0,1382,4146,2.0,0,1964,0,Coastal Suburbs,20011
PROP_01007,2025-07-07,450187,4,1.5,2357,11785,2.0,0,1962,0,Greenwood Valley,40081
PROP_01008,2025-07-01,203587,1,1.0,1249,6245,1.5,0,1950,0,Coastal Suburbs,20011
PROP_01009,2025-08-24,229680,3,1.5,1914,9570,1.0,0,1991,0,Tech Park District,30045
PROP_01010,2025-11-05,345102,2,1.0,1527,9162,2.0,0,1971,0,Tech Park District,30045
PROP_01011,2026-04-01,358050,4,1.5,1736,8680,1.0,0,1976,2024,Metro City,10001
PROP_01012,2026-03-19,347021,4,2.5,2329,4658,2.0,0,2001,0,Greenwood Valley,40081
PROP_01013,2025-10-26,199449,3,1.0,801,1602,1.0,0,1970,0,Greenwood Valley,40081
PROP_01014,2026-01-11,206040,1,1.5,1515,4545,1.5,0,2011,0,Coastal Suburbs,20013
PROP_01015,2025-08-03,1795975,5,4.0,3980,11940,3.0,0,1997,2018,Metro City,10004
PROP_01016,2026-01-26,847604,5,3.0,2708,18956,2.0,0,2002,0,Metro City,10001
PROP_01017,2026-05-19,1685625,5,3.0,3625,18125,3.0,0,1952,2018,Metro City,10003
PROP_01018,2025-11-03,340416,4,2.5,2364,7092,2.0,0,1967,0,Greenwood Valley,40082
PROP_01019,2026-05-25,338877,2,2.0,1467,4401,2.0,0,1951,0,Coastal Suburbs,20012
PROP_01020,2025-12-24,303525,1,2.5,1349,6745,1.0,0,2004,0,Tech Park District,30045
PROP_01021,2025-10-18,1543520,6,4.0,4385,13155,3.0,0,2008,0,Tech Park District,30045
PROP_01022,2026-02-12,339636,3,2.5,1364,2728,2.0,0,1988,0,Greenwood Valley,40082
PROP_01023,2026-03-04,179634,4,2.0,1222,6110,2.0,0,1998,0,Greenwood Valley,40081
PROP_01024,2026-02-08,437871,1,1.5,2157,12942,1.5,0,1971,0,Metro City,10003
PROP_01025,2026-01-11,272025,4,1.0,1612,8060,1.5,0,1952,2018,Metro City,10002
PROP_01026,2025-07-12,134568,1,1.5,801,4806,2.0,0,1955,0,Tech Park District,30046
PROP_01027,2026-04-03,417960,4,2.0,2322,4644,2.0,0,1951,0,Tech Park District,30045
PROP_01028,2025-06-21,978328,4,2.5,3272,9816,3.0,0,2001,0,Greenwood Valley,40082
PROP_01029,2026-01-08,295538,3,2.5,1399,2798,2.0,0,2006,2020,Tech Park District,30045
PROP_01030,2025-11-13,483188,4,1.0,2138,4276,2.0,0,1954,0,Greenwood Valley,40082
PROP_01031,2026-04-06,234048,1,1.0,1272,5088,1.5,0,1966,0,Coastal Suburbs,20012
PROP_01032,2025-10-07,250776,3,2.5,1944,9720,1.5,0,1998,0,Metro City,10004
PROP_01033,2025-06-14,366712,3,2.5,1778,5334,1.5,0,1973,2018,Coastal Suburbs,20011
PROP_01034,2025-07-17,411400,2,2.0,1700,3400,1.5,0,1999,0,Metro City,10001
PROP_01035,2025-09-26,262772,2,2.5,1468,4404,1.0,0,1978,0,Tech Park District,30046
PROP_01036,2026-05-12,1346400,5,3.5,3825,15300,2.0,0,1957,0,Greenwood Valley,40081
PROP_01037,2026-03-22,146484,2,1.0,939,4695,1.0,0,2009,0,Coastal Suburbs,20012
PROP_01038,2026-03-28,393414,2,2.0,1938,7752,2.0,0,1971,0,Greenwood Valley,40082
PROP_01039,2025-06-11,560232,3,1.5,2259,9036,1.0,0,1991,0,Tech Park District,30045
PROP_01040,2026-05-11,269269,3,1.0,1883,3766,1.5,0,1983,0,Metro City,10004
PROP_01041,2025-10-16,372937,3,1.5,1530,4590,1.5,0,1964,2023,Tech Park District,30046
PROP_01042,2026-03-23,273060,4,1.5,1332,5328,2.0,0,1979,0,Metro City,10003
PROP_01043,2025-06-21,201275,2,2.5,970,1940,2.0,0,2004,2024,Metro City,10002
PROP_01044,2025-08-29,961250,6,2.5,3845,15380,2.5,0,1951,0,Greenwood Valley,40081
PROP_01045,2026-01-27,327880,1,2.0,1171,2342,1.5,0,1991,2019,Greenwood Valley,40081
PROP_01046,2026-02-21,447216,1,1.0,1848,11088,1.0,0,1974,0,Tech Park District,30045
PROP_01047,2026-04-30,640900,4,2.5,2320,11600,1.0,0,1958,2019,Greenwood Valley,40082
PROP_01048,2026-01-13,432216,3,2.5,2088,10440,1.5,0,1956,0,Coastal Suburbs,20012
PROP_01049,2025-10-21,226614,3,2.5,1266,7596,1.0,0,1993,0,Metro City,10001
PROP_01050,2025-09-01,225008,3,2.0,1148,4592,1.5,0,2008,0,Metro City,10004
PROP_01051,2026-03-27,279680,3,2.5,1472,8832,1.5,0,1964,2016,Greenwood Valley,40081
PROP_01052,2026-01-10,254035,4,1.0,1081,4324,2.0,0,1960,0,Coastal Suburbs,20011
PROP_01053,2026-04-22,841800,5,3.5,2806,14030,2.0,0,2000,2017,Tech Park District,30046
PROP_01054,2026-02-07,280269,1,1.5,1881,11286,1.5,0,1960,0,Metro City,10002
PROP_01055,2025-07-17,137052,3,1.0,846,5076,2.0,0,1963,0,Greenwood Valley,40081
PROP_01056,2026-01-27,429570,4,2.5,1998,5994,1.0,0,1961,0,Metro City,10003
PROP_01057,2025-11-26,759525,5,2.5,3705,14820,2.0,0,1965,0,Tech Park District,30045
PROP_01058,2025-12-27,394800,2,1.5,1974,9870,1.5,0,1994,0,Coastal Suburbs,20013
PROP_01059,2025-11-18,246780,3,1.0,1828,3656,1.0,0,1967,0,Greenwood Valley,40081
PROP_01060,2025-11-12,283272,3,2.5,1221,6105,1.5,0,1960,0,Greenwood Valley,40081
PROP_01061,2026-05-10,331843,2,2.0,1295,7770,1.0,0,1991,2022,Tech Park District,30046
PROP_01062,2025-07-24,471534,3,2.5,2163,6489,1.0,0,1998,0,Metro City,10003
PROP_01063,2025-08-22,256262,1,1.0,1577,6308,1.0,0,1967,2019,Greenwood Valley,40081
PROP_01064,2025-11-16,579096,1,1.5,1915,11490,1.5,1,2002,0,Greenwood Valley,40082
PROP_01065,2025-12-28,297450,1,2.5,1322,5288,1.0,0,1959,0,Coastal Suburbs,20012
PROP_01066,2026-05-22,1146688,5,3.0,3772,26404,3.0,0,1983,0,Metro City,10004
PROP_01067,2026-02-09,440176,1,1.5,1804,5412,1.0,0,2003,0,Tech Park District,30045
PROP_01068,2025-10-26,1221132,5,3.5,3509,21054,2.0,0,1979,0,Coastal Suburbs,20013
PROP_01069,2026-05-06,217680,1,2.5,1814,9070,1.5,0,1972,0,Coastal Suburbs,20011
PROP_01070,2025-12-23,811956,5,3.5,2859,22872,2.0,0,2008,0,Tech Park District,30046
PROP_01071,2026-03-09,317100,2,1.0,2114,10570,2.0,0,1963,0,Greenwood Valley,40081
PROP_01072,2025-06-19,535317,2,1.0,1838,9190,1.0,0,1995,2019,Tech Park District,30045
PROP_01073,2026-01-19,101016,4,2.5,828,3312,1.0,0,1951,0,Coastal Suburbs,20011
PROP_01074,2025-07-16,246829,4,1.0,1181,7086,1.0,0,1983,0,Metro City,10003
PROP_01075,2025-11-09,205514,2,1.5,974,5844,1.0,0,2007,0,Metro City,10003
PROP_01076,2025-10-08,923832,4,2.5,2632,21056,3.0,0,1984,0,Metro City,10003
PROP_01077,2025-11-13,229098,2,1.0,921,5526,1.5,0,1962,2018,Coastal Suburbs,20011
PROP_01078,2025-07-30,548047,4,1.0,2002,12012,1.5,0,1982,2025,Coastal Suburbs,20012
PROP_01079,2025-12-24,279056,3,1.0,1815,7260,1.0,0,1983,2019,Greenwood Valley,40081
PROP_01080,2026-02-19,173130,1,1.0,1194,4776,1.5,0,1998,0,Coastal Suburbs,20012
PROP_01081,2025-06-01,351076,4,2.5,2222,6666,1.0,0,1954,0,Greenwood Valley,40081
PROP_01082,2026-05-03,119761,4,1.5,943,5658,1.5,0,1951,0,Tech Park District,30045
PROP_01083,2026-03-05,159654,1,2.5,1298,3894,1.5,0,1953,0,Greenwood Valley,40082
PROP_01084,2026-01-23,314580,2,1.0,2140,10700,1.0,0,1976,0,Coastal Suburbs,20013
PROP_01085,2025-12-29,321150,4,1.0,2141,10705,1.5,0,1953,0,Greenwood Valley,40081
PROP_01086,2025-06-28,984940,6,3.5,4070,12210,2.5,0,1958,0,Tech Park District,30046
PROP_01087,2025-09-05,177450,2,2.5,910,2730,1.0,0,1966,0,Metro City,10004
PROP_01088,2026-02-21,283689,1,1.5,1501,4503,1.0,0,1960,0,Coastal Suburbs,20011
PROP_01089,2025-12-03,194054,4,2.5,1169,5845,2.0,0,2003,0,Metro City,10003
PROP_01090,2026-04-15,401065,2,2.5,1637,3274,2.0,0,1953,2018,Tech Park District,30046
PROP_01091,2026-02-11,648993,5,3.5,2859,17154,2.0,0,1964,0,Tech Park District,30046
PROP_01092,2026-04-17,1088850,6,4.0,3570,28560,3.0,0,1982,0,Metro City,10002
PROP_01093,2026-01-13,183080,4,2.5,920,1840,2.0,0,2008,0,Greenwood Valley,40082
PROP_01094,2025-06-27,1019942,6,2.5,2849,19943,2.0,0,1966,0,Coastal Suburbs,20012
PROP_01095,2025-09-13,364010,2,2.5,2045,6135,1.0,0,1985,0,Tech Park District,30045
PROP_01096,2025-10-15,234000,1,1.5,1040,3120,2.0,0,1990,0,Greenwood Valley,40082
PROP_01097,2026-03-09,286343,1,1.5,935,2805,1.0,0,1968,2021,Coastal Suburbs,20011
PROP_01098,2025-08-07,784400,4,2.5,2650,7950,2.0,0,1981,0,Tech Park District,30045
PROP_01099,2025-10-26,115258,1,1.0,806,4836,2.0,0,1965,0,Greenwood Valley,40082
PROP_01100,2026-01-11,603315,1,2.5,1962,5886,1.0,0,1975,2025,Greenwood Valley,40081
PROP_01101,2026-05-24,355632,3,2.0,1912,3824,2.0,0,1999,0,Greenwood Valley,40081
PROP_01102,2026-02-04,923440,6,3.5,3298,13192,2.5,0,1981,2017,Metro City,10001
PROP_01103,2025-08-02,366906,3,2.0,1475,8850,1.0,0,1969,2019,Metro City,10001
PROP_01104,2025-06-15,299847,2,2.0,2361,7083,1.5,0,2007,0,Tech Park District,30045
PROP_01105,2026-04-19,242496,3,2.5,1684,8420,1.0,0,1957,0,Tech Park District,30046
PROP_01106,2026-04-08,1481887,6,2.5,4477,17908,2.0,0,2007,0,Tech Park District,30045
PROP_01107,2025-10-01,118916,4,1.5,868,5208,1.5,0,2013,0,Tech Park District,30045
PROP_01108,2026-05-30,361240,3,1.5,1642,6568,1.0,0,1994,2016,Tech Park District,30045
PROP_01109,2025-08-21,437883,1,1.5,1929,7716,1.0,0,1958,0,Metro City,10003
PROP_01110,2025-11-07,169576,3,2.5,1034,2068,1.0,0,1978,0,Tech Park District,30046
PROP_01111,2026-03-10,276900,1,1.5,1950,5850,2.0,0,1953,0,Greenwood Valley,40082
PROP_01112,2025-06-08,4393462,7,7.5,4782,47820,2.5,0,1983,2021,Coastal Suburbs,20011
PROP_01113,2026-03-10,164929,4,2.0,1259,5036,1.5,0,1989,0,Metro City,10004
PROP_01114,2025-12-26,324720,2,2.0,1584,3168,1.0,0,1980,0,Coastal Suburbs,20012
PROP_01115,2025-07-18,924070,5,4.0,3010,15050,2.0,0,1960,0,Greenwood Valley,40081
PROP_01116,2025-09-24,387444,3,1.0,2334,7002,1.5,0,2000,0,Greenwood Valley,40081
PROP_01117,2025-07-29,1565352,6,4.0,3839,30712,2.5,1,1985,2025,Metro City,10004
PROP_01118,2026-01-23,1329138,5,3.5,3602,21612,2.5,0,1970,0,Greenwood Valley,40082
PROP_01119,2025-07-31,363465,4,1.0,1845,7380,2.0,0,1968,0,Coastal Suburbs,20012
PROP_01120,2026-04-28,1353830,5,2.5,3659,29272,2.5,0,1969,2018,Tech Park District,30046
PROP_01121,2025-08-18,1177300,5,3.5,3860,15440,2.5,0,1952,2020,Metro City,10003
PROP_01122,2026-02-11,758874,4,4.0,3202,22414,3.0,0,2009,0,Tech Park District,30045
PROP_01123,2025-10-28,346560,3,2.0,1824,10944,1.0,0,2003,0,Greenwood Valley,40081
PROP_01124,2026-02-16,161161,1,2.0,1001,2002,1.0,0,1997,0,Greenwood Valley,40082
PROP_01125,2026-05-28,703359,4,3.0,2521,7563,3.0,0,2004,0,Tech Park District,30045
PROP_01126,2025-10-18,157149,4,1.0,919,2757,1.0,0,1963,0,Coastal Suburbs,20012
PROP_01127,2025-12-30,199307,3,1.0,827,2481,1.5,0,1964,0,Metro City,10001
PROP_01128,2026-02-03,141987,4,2.5,893,1786,2.0,0,1995,0,Greenwood Valley,40081
PROP_01129,2026-01-28,280800,3,2.5,1872,7488,1.5,0,1959,0,Metro City,10003
PROP_01130,2025-10-03,197118,2,1.0,846,4230,1.0,0,1950,0,Greenwood Valley,40082
PROP_01131,2026-01-20,305250,4,1.0,1650,3300,1.5,0,2010,2018,Greenwood Valley,40081
PROP_01132,2026-03-10,544425,4,2.0,1785,8925,1.0,0,1993,2016,Coastal Suburbs,20011
PROP_01133,2025-08-14,249636,1,1.0,1172,4688,2.0,0,1995,0,Greenwood Valley,40082
PROP_01134,2025-12-14,249873,3,2.0,1197,3591,1.0,0,1970,2017,Metro City,10001
PROP_01135,2025-09-06,1230080,5,4.0,3844,23064,2.5,0,1952,0,Greenwood Valley,40081
PROP_01136,2026-04-03,309348,1,1.5,1983,7932,2.0,0,1961,0,Greenwood Valley,40082
PROP_01137,2026-02-16,687990,4,4.0,2698,8094,2.5,0,1975,0,Metro City,10004
PROP_01138,2025-08-09,399317,2,1.0,2069,12414,1.0,0,1987,0,Tech Park District,30045
PROP_01139,2025-07-06,361340,1,2.5,2030,4060,1.0,0,1955,0,Coastal Suburbs,20011
PROP_01140,2025-10-20,405860,3,2.5,2230,8920,1.5,0,1979,0,Tech Park District,30045
PROP_01141,2025-12-30,153140,1,1.0,806,3224,1.0,0,2013,0,Tech Park District,30045
PROP_01142,2025-11-22,293910,4,1.0,1455,7275,1.0,0,1964,0,Coastal Suburbs,20012
PROP_01143,2026-02-15,1014456,5,2.5,2949,11796,3.0,0,2013,0,Metro City,10004
PROP_01144,2025-10-15,514698,4,1.0,2361,14166,1.5,0,1952,0,Tech Park District,30046
PROP_01145,2025-06-02,1202412,5,3.5,4132,24792,2.5,0,1958,0,Tech Park District,30046
PROP_01146,2025-10-23,374220,4,1.0,1540,7700,1.5,0,1979,0,Metro City,10004
PROP_01147,2025-10-31,369013,3,2.0,1267,7602,1.0,0,1987,2020,Metro City,10002
PROP_01148,2026-03-28,311025,4,1.0,1131,6786,1.0,0,2001,2023,Tech Park District,30046
